"Subject","trial_type","own.cod","true_class","true_FB","true_LR","lca.class","lca.tc","fb_tend","lr_tend"
67,"FB",1,"1",0.955,0.095,"1","1",1,0.25
67,"FB",1,"1",0.955,0.095,"1","1",1,0.25
67,"LR",0,"1",0.955,0.095,"1","1",1,0.25
67,"LR",0,"1",0.955,0.095,"1","1",1,0.25
67,"LR",0,"1",0.955,0.095,"1","1",1,0.25
67,"LR",1,"1",0.955,0.095,"1","1",1,0.25
68,"FB",0,"21",0,0.079,"2","3",0,0
68,"FB",0,"21",0,0.079,"2","3",0,0
68,"FB",0,"21",0,0.079,"2","3",0,0
68,"FB",0,"21",0,0.079,"2","3",0,0
68,"LR",0,"21",0,0.079,"2","3",0,0
68,"LR",0,"21",0,0.079,"2","3",0,0
68,"LR",0,"21",0,0.079,"2","3",0,0
68,"LR",0,"21",0,0.079,"2","3",0,0
69,"FB",0,"25",0.048,1,"4","4",0,1
69,"FB",0,"25",0.048,1,"4","4",0,1
69,"FB",0,"25",0.048,1,"4","4",0,1
69,"FB",0,"25",0.048,1,"4","4",0,1
69,"LR",1,"25",0.048,1,"4","4",0,1
69,"LR",1,"25",0.048,1,"4","4",0,1
69,"LR",1,"25",0.048,1,"4","4",0,1
69,"LR",1,"25",0.048,1,"4","4",0,1
70,"FB",0,"21",0.056,0.026,"2","3",0,0
70,"FB",0,"21",0.056,0.026,"2","3",0,0
70,"FB",0,"21",0.056,0.026,"2","3",0,0
70,"FB",0,"21",0.056,0.026,"2","3",0,0
70,"LR",0,"21",0.056,0.026,"2","3",0,0
70,"LR",0,"21",0.056,0.026,"2","3",0,0
70,"LR",0,"21",0.056,0.026,"2","3",0,0
70,"LR",0,"21",0.056,0.026,"2","3",0,0
71,"FB",1,"5",0.952,0.971,"3","2",1,1
71,"FB",1,"5",0.952,0.971,"3","2",1,1
71,"FB",1,"5",0.952,0.971,"3","2",1,1
71,"FB",1,"5",0.952,0.971,"3","2",1,1
71,"LR",1,"5",0.952,0.971,"3","2",1,1
71,"LR",1,"5",0.952,0.971,"3","2",1,1
71,"LR",1,"5",0.952,0.971,"3","2",1,1
71,"LR",1,"5",0.952,0.971,"3","2",1,1
72,"FB",1,"5",0.917,1,"3","2",1,1
72,"FB",1,"5",0.917,1,"3","2",1,1
72,"FB",1,"5",0.917,1,"3","2",1,1
72,"FB",1,"5",0.917,1,"3","2",1,1
72,"LR",1,"5",0.917,1,"3","2",1,1
72,"LR",1,"5",0.917,1,"3","2",1,1
72,"LR",1,"5",0.917,1,"3","2",1,1
72,"LR",1,"5",0.917,1,"3","2",1,1
73,"FB",1,"5",1,0.95,"3","2",1,1
73,"FB",1,"5",1,0.95,"3","2",1,1
73,"FB",1,"5",1,0.95,"3","2",1,1
73,"FB",1,"5",1,0.95,"3","2",1,1
73,"LR",1,"5",1,0.95,"3","2",1,1
73,"LR",1,"5",1,0.95,"3","2",1,1
73,"LR",1,"5",1,0.95,"3","2",1,1
73,"LR",1,"5",1,0.95,"3","2",1,1
74,"FB",0,"21",0.06,0.011,"2","3",0.25,0
74,"FB",0,"21",0.06,0.011,"2","3",0.25,0
74,"FB",0,"21",0.06,0.011,"2","3",0.25,0
74,"FB",1,"21",0.06,0.011,"2","3",0.25,0
74,"LR",0,"21",0.06,0.011,"2","3",0.25,0
74,"LR",0,"21",0.06,0.011,"2","3",0.25,0
74,"LR",0,"21",0.06,0.011,"2","3",0.25,0
74,"LR",0,"21",0.06,0.011,"2","3",0.25,0
75,"FB",1,"1",0.927,0,"1","1",1,0
75,"FB",1,"1",0.927,0,"1","1",1,0
75,"FB",1,"1",0.927,0,"1","1",1,0
75,"FB",1,"1",0.927,0,"1","1",1,0
75,"LR",0,"1",0.927,0,"1","1",1,0
75,"LR",0,"1",0.927,0,"1","1",1,0
75,"LR",0,"1",0.927,0,"1","1",1,0
75,"LR",0,"1",0.927,0,"1","1",1,0
76,"FB",0,"25",0,0.976,"4","4",0,1
76,"FB",0,"25",0,0.976,"4","4",0,1
76,"FB",0,"25",0,0.976,"4","4",0,1
76,"FB",0,"25",0,0.976,"4","4",0,1
76,"LR",1,"25",0,0.976,"4","4",0,1
76,"LR",1,"25",0,0.976,"4","4",0,1
76,"LR",1,"25",0,0.976,"4","4",0,1
76,"LR",1,"25",0,0.976,"4","4",0,1
77,"FB",1,"1",0.99,0,"1","1",1,0
77,"FB",1,"1",0.99,0,"1","1",1,0
77,"FB",1,"1",0.99,0,"1","1",1,0
77,"FB",1,"1",0.99,0,"1","1",1,0
77,"LR",0,"1",0.99,0,"1","1",1,0
77,"LR",0,"1",0.99,0,"1","1",1,0
77,"LR",0,"1",0.99,0,"1","1",1,0
77,"LR",0,"1",0.99,0,"1","1",1,0
78,"FB",0,"25",0,0.978,"4","4",0,1
78,"FB",0,"25",0,0.978,"4","4",0,1
78,"FB",0,"25",0,0.978,"4","4",0,1
78,"FB",0,"25",0,0.978,"4","4",0,1
78,"LR",1,"25",0,0.978,"4","4",0,1
78,"LR",1,"25",0,0.978,"4","4",0,1
78,"LR",1,"25",0,0.978,"4","4",0,1
78,"LR",1,"25",0,0.978,"4","4",0,1
79,"FB",1,"1",0.983,0.018,"1","1",1,0
79,"FB",1,"1",0.983,0.018,"1","1",1,0
79,"FB",1,"1",0.983,0.018,"1","1",1,0
79,"FB",1,"1",0.983,0.018,"1","1",1,0
79,"LR",0,"1",0.983,0.018,"1","1",1,0
79,"LR",0,"1",0.983,0.018,"1","1",1,0
79,"LR",0,"1",0.983,0.018,"1","1",1,0
79,"LR",0,"1",0.983,0.018,"1","1",1,0
80,"FB",0,"21",0,0.017,"2","3",0,0
80,"FB",0,"21",0,0.017,"2","3",0,0
80,"FB",0,"21",0,0.017,"2","3",0,0
80,"FB",0,"21",0,0.017,"2","3",0,0
80,"LR",0,"21",0,0.017,"2","3",0,0
80,"LR",0,"21",0,0.017,"2","3",0,0
80,"LR",0,"21",0,0.017,"2","3",0,0
80,"LR",0,"21",0,0.017,"2","3",0,0
81,"FB",1,"5",0.945,1,"3","2",1,1
81,"FB",1,"5",0.945,1,"3","2",1,1
81,"FB",1,"5",0.945,1,"3","2",1,1
81,"FB",1,"5",0.945,1,"3","2",1,1
81,"LR",1,"5",0.945,1,"3","2",1,1
81,"LR",1,"5",0.945,1,"3","2",1,1
81,"LR",1,"5",0.945,1,"3","2",1,1
81,"LR",1,"5",0.945,1,"3","2",1,1
82,"FB",1,"1",0.968,0,"1","1",1,0
82,"FB",1,"1",0.968,0,"1","1",1,0
82,"FB",1,"1",0.968,0,"1","1",1,0
82,"FB",1,"1",0.968,0,"1","1",1,0
82,"LR",0,"1",0.968,0,"1","1",1,0
82,"LR",0,"1",0.968,0,"1","1",1,0
82,"LR",0,"1",0.968,0,"1","1",1,0
82,"LR",0,"1",0.968,0,"1","1",1,0
83,"FB",1,"5",1,1,"3","2",1,1
83,"FB",1,"5",1,1,"3","2",1,1
83,"FB",1,"5",1,1,"3","2",1,1
83,"FB",1,"5",1,1,"3","2",1,1
83,"LR",1,"5",1,1,"3","2",1,1
83,"LR",1,"5",1,1,"3","2",1,1
83,"LR",1,"5",1,1,"3","2",1,1
83,"LR",1,"5",1,1,"3","2",1,1
84,"FB",1,"1",1,0,"1","1",1,0
84,"FB",1,"1",1,0,"1","1",1,0
84,"FB",1,"1",1,0,"1","1",1,0
84,"FB",1,"1",1,0,"1","1",1,0
84,"LR",0,"1",1,0,"1","1",1,0
84,"LR",0,"1",1,0,"1","1",1,0
84,"LR",0,"1",1,0,"1","1",1,0
84,"LR",0,"1",1,0,"1","1",1,0
85,"FB",1,"1",0.975,0.01,"1","1",1,0
85,"FB",1,"1",0.975,0.01,"1","1",1,0
85,"FB",1,"1",0.975,0.01,"1","1",1,0
85,"FB",1,"1",0.975,0.01,"1","1",1,0
85,"LR",0,"1",0.975,0.01,"1","1",1,0
85,"LR",0,"1",0.975,0.01,"1","1",1,0
85,"LR",0,"1",0.975,0.01,"1","1",1,0
85,"LR",0,"1",0.975,0.01,"1","1",1,0
86,"FB",1,"1",1,0,"1","1",1,0
86,"FB",1,"1",1,0,"1","1",1,0
86,"FB",1,"1",1,0,"1","1",1,0
86,"FB",1,"1",1,0,"1","1",1,0
86,"LR",0,"1",1,0,"1","1",1,0
86,"LR",0,"1",1,0,"1","1",1,0
86,"LR",0,"1",1,0,"1","1",1,0
86,"LR",0,"1",1,0,"1","1",1,0
87,"FB",1,"1",1,0,"1","1",1,0
87,"FB",1,"1",1,0,"1","1",1,0
87,"FB",1,"1",1,0,"1","1",1,0
87,"FB",1,"1",1,0,"1","1",1,0
87,"LR",0,"1",1,0,"1","1",1,0
87,"LR",0,"1",1,0,"1","1",1,0
87,"LR",0,"1",1,0,"1","1",1,0
87,"LR",0,"1",1,0,"1","1",1,0
88,"FB",1,"5",1,1,"3","2",1,1
88,"FB",1,"5",1,1,"3","2",1,1
88,"FB",1,"5",1,1,"3","2",1,1
88,"FB",1,"5",1,1,"3","2",1,1
88,"LR",1,"5",1,1,"3","2",1,1
88,"LR",1,"5",1,1,"3","2",1,1
88,"LR",1,"5",1,1,"3","2",1,1
88,"LR",1,"5",1,1,"3","2",1,1
89,"FB",0,"25",0.067,0.917,"4","4",0,1
89,"FB",0,"25",0.067,0.917,"4","4",0,1
89,"FB",0,"25",0.067,0.917,"4","4",0,1
89,"FB",0,"25",0.067,0.917,"4","4",0,1
89,"LR",1,"25",0.067,0.917,"4","4",0,1
89,"LR",1,"25",0.067,0.917,"4","4",0,1
89,"LR",1,"25",0.067,0.917,"4","4",0,1
89,"LR",1,"25",0.067,0.917,"4","4",0,1
90,"FB",0,"21",0.015,0.052,"2","3",0,0
90,"FB",0,"21",0.015,0.052,"2","3",0,0
90,"FB",0,"21",0.015,0.052,"2","3",0,0
90,"FB",0,"21",0.015,0.052,"2","3",0,0
90,"LR",0,"21",0.015,0.052,"2","3",0,0
90,"LR",0,"21",0.015,0.052,"2","3",0,0
90,"LR",0,"21",0.015,0.052,"2","3",0,0
90,"LR",0,"21",0.015,0.052,"2","3",0,0
91,"FB",1,"5",0.994,1,"3","2",1,1
91,"FB",1,"5",0.994,1,"3","2",1,1
91,"FB",1,"5",0.994,1,"3","2",1,1
91,"FB",1,"5",0.994,1,"3","2",1,1
91,"LR",1,"5",0.994,1,"3","2",1,1
91,"LR",1,"5",0.994,1,"3","2",1,1
91,"LR",1,"5",0.994,1,"3","2",1,1
91,"LR",1,"5",0.994,1,"3","2",1,1
92,"FB",1,"1",0.922,0.083,"1","1",1,0.25
92,"FB",1,"1",0.922,0.083,"1","1",1,0.25
92,"FB",1,"1",0.922,0.083,"1","1",1,0.25
92,"FB",1,"1",0.922,0.083,"1","1",1,0.25
92,"LR",0,"1",0.922,0.083,"1","1",1,0.25
92,"LR",0,"1",0.922,0.083,"1","1",1,0.25
92,"LR",0,"1",0.922,0.083,"1","1",1,0.25
92,"LR",1,"1",0.922,0.083,"1","1",1,0.25
93,"FB",0,"25",0.063,0.972,"4","4",0.25,1
93,"FB",0,"25",0.063,0.972,"4","4",0.25,1
93,"FB",0,"25",0.063,0.972,"4","4",0.25,1
93,"FB",1,"25",0.063,0.972,"4","4",0.25,1
93,"LR",1,"25",0.063,0.972,"4","4",0.25,1
93,"LR",1,"25",0.063,0.972,"4","4",0.25,1
93,"LR",1,"25",0.063,0.972,"4","4",0.25,1
93,"LR",1,"25",0.063,0.972,"4","4",0.25,1
94,"FB",0,"25",0,1,"4","4",0,1
94,"FB",0,"25",0,1,"4","4",0,1
94,"FB",0,"25",0,1,"4","4",0,1
94,"FB",0,"25",0,1,"4","4",0,1
94,"LR",1,"25",0,1,"4","4",0,1
94,"LR",1,"25",0,1,"4","4",0,1
94,"LR",1,"25",0,1,"4","4",0,1
94,"LR",1,"25",0,1,"4","4",0,1
95,"FB",1,"5",0.988,1,"3","2",1,1
95,"FB",1,"5",0.988,1,"3","2",1,1
95,"FB",1,"5",0.988,1,"3","2",1,1
95,"FB",1,"5",0.988,1,"3","2",1,1
95,"LR",1,"5",0.988,1,"3","2",1,1
95,"LR",1,"5",0.988,1,"3","2",1,1
95,"LR",1,"5",0.988,1,"3","2",1,1
95,"LR",1,"5",0.988,1,"3","2",1,1
96,"FB",0,"25",0.086,0.977,"4","4",0,1
96,"FB",0,"25",0.086,0.977,"4","4",0,1
96,"FB",0,"25",0.086,0.977,"4","4",0,1
96,"FB",0,"25",0.086,0.977,"4","4",0,1
96,"LR",1,"25",0.086,0.977,"4","4",0,1
96,"LR",1,"25",0.086,0.977,"4","4",0,1
96,"LR",1,"25",0.086,0.977,"4","4",0,1
96,"LR",1,"25",0.086,0.977,"4","4",0,1
97,"FB",1,"1",1,0.075,"1","1",1,0.25
97,"FB",1,"1",1,0.075,"1","1",1,0.25
97,"FB",1,"1",1,0.075,"1","1",1,0.25
97,"FB",1,"1",1,0.075,"1","1",1,0.25
97,"LR",0,"1",1,0.075,"1","1",1,0.25
97,"LR",0,"1",1,0.075,"1","1",1,0.25
97,"LR",0,"1",1,0.075,"1","1",1,0.25
97,"LR",1,"1",1,0.075,"1","1",1,0.25
98,"FB",1,"1",1,0,"1","1",1,0
98,"FB",1,"1",1,0,"1","1",1,0
98,"FB",1,"1",1,0,"1","1",1,0
98,"FB",1,"1",1,0,"1","1",1,0
98,"LR",0,"1",1,0,"1","1",1,0
98,"LR",0,"1",1,0,"1","1",1,0
98,"LR",0,"1",1,0,"1","1",1,0
98,"LR",0,"1",1,0,"1","1",1,0
99,"FB",0,"5",0.959,1,"3","2",0.75,1
99,"FB",1,"5",0.959,1,"3","2",0.75,1
99,"FB",1,"5",0.959,1,"3","2",0.75,1
99,"FB",1,"5",0.959,1,"3","2",0.75,1
99,"LR",1,"5",0.959,1,"3","2",0.75,1
99,"LR",1,"5",0.959,1,"3","2",0.75,1
99,"LR",1,"5",0.959,1,"3","2",0.75,1
99,"LR",1,"5",0.959,1,"3","2",0.75,1
100,"FB",1,"5",0.951,1,"3","2",1,1
100,"FB",1,"5",0.951,1,"3","2",1,1
100,"FB",1,"5",0.951,1,"3","2",1,1
100,"FB",1,"5",0.951,1,"3","2",1,1
100,"LR",1,"5",0.951,1,"3","2",1,1
100,"LR",1,"5",0.951,1,"3","2",1,1
100,"LR",1,"5",0.951,1,"3","2",1,1
100,"LR",1,"5",0.951,1,"3","2",1,1
101,"FB",1,"5",1,0.957,"3","2",1,1
101,"FB",1,"5",1,0.957,"3","2",1,1
101,"FB",1,"5",1,0.957,"3","2",1,1
101,"FB",1,"5",1,0.957,"3","2",1,1
101,"LR",1,"5",1,0.957,"3","2",1,1
101,"LR",1,"5",1,0.957,"3","2",1,1
101,"LR",1,"5",1,0.957,"3","2",1,1
101,"LR",1,"5",1,0.957,"3","2",1,1
102,"FB",0,"21",0,0.033,"2","3",0,0
102,"FB",0,"21",0,0.033,"2","3",0,0
102,"FB",0,"21",0,0.033,"2","3",0,0
102,"FB",0,"21",0,0.033,"2","3",0,0
102,"LR",0,"21",0,0.033,"2","3",0,0
102,"LR",0,"21",0,0.033,"2","3",0,0
102,"LR",0,"21",0,0.033,"2","3",0,0
102,"LR",0,"21",0,0.033,"2","3",0,0
103,"FB",1,"1",1,0.031,"1","1",1,0.25
103,"FB",1,"1",1,0.031,"1","1",1,0.25
103,"FB",1,"1",1,0.031,"1","1",1,0.25
103,"FB",1,"1",1,0.031,"1","1",1,0.25
103,"LR",0,"1",1,0.031,"1","1",1,0.25
103,"LR",0,"1",1,0.031,"1","1",1,0.25
103,"LR",0,"1",1,0.031,"1","1",1,0.25
103,"LR",1,"1",1,0.031,"1","1",1,0.25
104,"FB",0,"21",0,0.024,"2","3",0,0
104,"FB",0,"21",0,0.024,"2","3",0,0
104,"FB",0,"21",0,0.024,"2","3",0,0
104,"FB",0,"21",0,0.024,"2","3",0,0
104,"LR",0,"21",0,0.024,"2","3",0,0
104,"LR",0,"21",0,0.024,"2","3",0,0
104,"LR",0,"21",0,0.024,"2","3",0,0
104,"LR",0,"21",0,0.024,"2","3",0,0
105,"FB",0,"21",0,0.019,"2","3",0,0
105,"FB",0,"21",0,0.019,"2","3",0,0
105,"FB",0,"21",0,0.019,"2","3",0,0
105,"FB",0,"21",0,0.019,"2","3",0,0
105,"LR",0,"21",0,0.019,"2","3",0,0
105,"LR",0,"21",0,0.019,"2","3",0,0
105,"LR",0,"21",0,0.019,"2","3",0,0
105,"LR",0,"21",0,0.019,"2","3",0,0
106,"FB",0,"21",0.051,0.071,"2","3",0,0
106,"FB",0,"21",0.051,0.071,"2","3",0,0
106,"FB",0,"21",0.051,0.071,"2","3",0,0
106,"FB",0,"21",0.051,0.071,"2","3",0,0
106,"LR",0,"21",0.051,0.071,"2","3",0,0
106,"LR",0,"21",0.051,0.071,"2","3",0,0
106,"LR",0,"21",0.051,0.071,"2","3",0,0
106,"LR",0,"21",0.051,0.071,"2","3",0,0
107,"FB",0,"21",0,0,"2","3",0,0
107,"FB",0,"21",0,0,"2","3",0,0
107,"FB",0,"21",0,0,"2","3",0,0
107,"FB",0,"21",0,0,"2","3",0,0
107,"LR",0,"21",0,0,"2","3",0,0
107,"LR",0,"21",0,0,"2","3",0,0
107,"LR",0,"21",0,0,"2","3",0,0
107,"LR",0,"21",0,0,"2","3",0,0
108,"FB",0,"25",0.042,0.975,"4","4",0,1
108,"FB",0,"25",0.042,0.975,"4","4",0,1
108,"FB",0,"25",0.042,0.975,"4","4",0,1
108,"FB",0,"25",0.042,0.975,"4","4",0,1
108,"LR",1,"25",0.042,0.975,"4","4",0,1
108,"LR",1,"25",0.042,0.975,"4","4",0,1
108,"LR",1,"25",0.042,0.975,"4","4",0,1
108,"LR",1,"25",0.042,0.975,"4","4",0,1
109,"FB",0,"25",0.019,1,"4","4",0,1
109,"FB",0,"25",0.019,1,"4","4",0,1
109,"FB",0,"25",0.019,1,"4","4",0,1
109,"FB",0,"25",0.019,1,"4","4",0,1
109,"LR",1,"25",0.019,1,"4","4",0,1
109,"LR",1,"25",0.019,1,"4","4",0,1
109,"LR",1,"25",0.019,1,"4","4",0,1
109,"LR",1,"25",0.019,1,"4","4",0,1
110,"FB",0,"21",0.028,0.038,"2","3",0,0
110,"FB",0,"21",0.028,0.038,"2","3",0,0
110,"FB",0,"21",0.028,0.038,"2","3",0,0
110,"FB",0,"21",0.028,0.038,"2","3",0,0
110,"LR",0,"21",0.028,0.038,"2","3",0,0
110,"LR",0,"21",0.028,0.038,"2","3",0,0
110,"LR",0,"21",0.028,0.038,"2","3",0,0
110,"LR",0,"21",0.028,0.038,"2","3",0,0
111,"FB",0,"25",0,0.932,"4","4",0,1
111,"FB",0,"25",0,0.932,"4","4",0,1
111,"FB",0,"25",0,0.932,"4","4",0,1
111,"FB",0,"25",0,0.932,"4","4",0,1
111,"LR",1,"25",0,0.932,"4","4",0,1
111,"LR",1,"25",0,0.932,"4","4",0,1
111,"LR",1,"25",0,0.932,"4","4",0,1
111,"LR",1,"25",0,0.932,"4","4",0,1
112,"FB",0,"21",0,0,"2","3",0,0
112,"FB",0,"21",0,0,"2","3",0,0
112,"FB",0,"21",0,0,"2","3",0,0
112,"FB",0,"21",0,0,"2","3",0,0
112,"LR",0,"21",0,0,"2","3",0,0
112,"LR",0,"21",0,0,"2","3",0,0
112,"LR",0,"21",0,0,"2","3",0,0
112,"LR",0,"21",0,0,"2","3",0,0
113,"FB",0,"25",0,0.991,"4","4",0,1
113,"FB",0,"25",0,0.991,"4","4",0,1
113,"FB",0,"25",0,0.991,"4","4",0,1
113,"FB",0,"25",0,0.991,"4","4",0,1
113,"LR",1,"25",0,0.991,"4","4",0,1
113,"LR",1,"25",0,0.991,"4","4",0,1
113,"LR",1,"25",0,0.991,"4","4",0,1
113,"LR",1,"25",0,0.991,"4","4",0,1
114,"FB",0,"21",0.032,0.116,"2","3",0,0
114,"FB",0,"21",0.032,0.116,"2","3",0,0
114,"FB",0,"21",0.032,0.116,"2","3",0,0
114,"FB",0,"21",0.032,0.116,"2","3",0,0
114,"LR",0,"21",0.032,0.116,"2","3",0,0
114,"LR",0,"21",0.032,0.116,"2","3",0,0
114,"LR",0,"21",0.032,0.116,"2","3",0,0
114,"LR",0,"21",0.032,0.116,"2","3",0,0
115,"FB",1,"5",1,1,"3","2",1,1
115,"FB",1,"5",1,1,"3","2",1,1
115,"FB",1,"5",1,1,"3","2",1,1
115,"FB",1,"5",1,1,"3","2",1,1
115,"LR",1,"5",1,1,"3","2",1,1
115,"LR",1,"5",1,1,"3","2",1,1
115,"LR",1,"5",1,1,"3","2",1,1
115,"LR",1,"5",1,1,"3","2",1,1
116,"FB",1,"5",1,0.98,"3","2",1,1
116,"FB",1,"5",1,0.98,"3","2",1,1
116,"FB",1,"5",1,0.98,"3","2",1,1
116,"FB",1,"5",1,0.98,"3","2",1,1
116,"LR",1,"5",1,0.98,"3","2",1,1
116,"LR",1,"5",1,0.98,"3","2",1,1
116,"LR",1,"5",1,0.98,"3","2",1,1
116,"LR",1,"5",1,0.98,"3","2",1,1
117,"FB",1,"1",1,0,"1","1",1,0
117,"FB",1,"1",1,0,"1","1",1,0
117,"FB",1,"1",1,0,"1","1",1,0
117,"FB",1,"1",1,0,"1","1",1,0
117,"LR",0,"1",1,0,"1","1",1,0
117,"LR",0,"1",1,0,"1","1",1,0
117,"LR",0,"1",1,0,"1","1",1,0
117,"LR",0,"1",1,0,"1","1",1,0
118,"FB",0,"21",0,0,"2","3",0,0
118,"FB",0,"21",0,0,"2","3",0,0
118,"FB",0,"21",0,0,"2","3",0,0
118,"FB",0,"21",0,0,"2","3",0,0
118,"LR",0,"21",0,0,"2","3",0,0
118,"LR",0,"21",0,0,"2","3",0,0
118,"LR",0,"21",0,0,"2","3",0,0
118,"LR",0,"21",0,0,"2","3",0,0
119,"FB",1,"5",0.968,1,"3","2",1,1
119,"FB",1,"5",0.968,1,"3","2",1,1
119,"FB",1,"5",0.968,1,"3","2",1,1
119,"FB",1,"5",0.968,1,"3","2",1,1
119,"LR",1,"5",0.968,1,"3","2",1,1
119,"LR",1,"5",0.968,1,"3","2",1,1
119,"LR",1,"5",0.968,1,"3","2",1,1
119,"LR",1,"5",0.968,1,"3","2",1,1
120,"FB",0,"25",0.08,1,"4","4",0,1
120,"FB",0,"25",0.08,1,"4","4",0,1
120,"FB",0,"25",0.08,1,"4","4",0,1
120,"FB",0,"25",0.08,1,"4","4",0,1
120,"LR",1,"25",0.08,1,"4","4",0,1
120,"LR",1,"25",0.08,1,"4","4",0,1
120,"LR",1,"25",0.08,1,"4","4",0,1
120,"LR",1,"25",0.08,1,"4","4",0,1
121,"FB",0,"21",0.026,0.015,"2","3",0.25,0
121,"FB",0,"21",0.026,0.015,"2","3",0.25,0
121,"FB",0,"21",0.026,0.015,"2","3",0.25,0
121,"FB",1,"21",0.026,0.015,"2","3",0.25,0
121,"LR",0,"21",0.026,0.015,"2","3",0.25,0
121,"LR",0,"21",0.026,0.015,"2","3",0.25,0
121,"LR",0,"21",0.026,0.015,"2","3",0.25,0
121,"LR",0,"21",0.026,0.015,"2","3",0.25,0
122,"FB",0,"25",0,0.994,"4","4",0,1
122,"FB",0,"25",0,0.994,"4","4",0,1
122,"FB",0,"25",0,0.994,"4","4",0,1
122,"FB",0,"25",0,0.994,"4","4",0,1
122,"LR",1,"25",0,0.994,"4","4",0,1
122,"LR",1,"25",0,0.994,"4","4",0,1
122,"LR",1,"25",0,0.994,"4","4",0,1
122,"LR",1,"25",0,0.994,"4","4",0,1
123,"FB",0,"25",0,1,"4","4",0,1
123,"FB",0,"25",0,1,"4","4",0,1
123,"FB",0,"25",0,1,"4","4",0,1
123,"FB",0,"25",0,1,"4","4",0,1
123,"LR",1,"25",0,1,"4","4",0,1
123,"LR",1,"25",0,1,"4","4",0,1
123,"LR",1,"25",0,1,"4","4",0,1
123,"LR",1,"25",0,1,"4","4",0,1
124,"FB",1,"5",0.996,1,"3","2",1,1
124,"FB",1,"5",0.996,1,"3","2",1,1
124,"FB",1,"5",0.996,1,"3","2",1,1
124,"FB",1,"5",0.996,1,"3","2",1,1
124,"LR",1,"5",0.996,1,"3","2",1,1
124,"LR",1,"5",0.996,1,"3","2",1,1
124,"LR",1,"5",0.996,1,"3","2",1,1
124,"LR",1,"5",0.996,1,"3","2",1,1
125,"FB",1,"5",0.966,1,"3","2",1,1
125,"FB",1,"5",0.966,1,"3","2",1,1
125,"FB",1,"5",0.966,1,"3","2",1,1
125,"FB",1,"5",0.966,1,"3","2",1,1
125,"LR",1,"5",0.966,1,"3","2",1,1
125,"LR",1,"5",0.966,1,"3","2",1,1
125,"LR",1,"5",0.966,1,"3","2",1,1
125,"LR",1,"5",0.966,1,"3","2",1,1
126,"FB",1,"1",1,0,"1","1",1,0
126,"FB",1,"1",1,0,"1","1",1,0
126,"FB",1,"1",1,0,"1","1",1,0
126,"FB",1,"1",1,0,"1","1",1,0
126,"LR",0,"1",1,0,"1","1",1,0
126,"LR",0,"1",1,0,"1","1",1,0
126,"LR",0,"1",1,0,"1","1",1,0
126,"LR",0,"1",1,0,"1","1",1,0
127,"FB",0,"21",0.016,0,"2","3",0,0
127,"FB",0,"21",0.016,0,"2","3",0,0
127,"FB",0,"21",0.016,0,"2","3",0,0
127,"FB",0,"21",0.016,0,"2","3",0,0
127,"LR",0,"21",0.016,0,"2","3",0,0
127,"LR",0,"21",0.016,0,"2","3",0,0
127,"LR",0,"21",0.016,0,"2","3",0,0
127,"LR",0,"21",0.016,0,"2","3",0,0
128,"FB",1,"1",0.967,0.038,"1","1",1,0
128,"FB",1,"1",0.967,0.038,"1","1",1,0
128,"FB",1,"1",0.967,0.038,"1","1",1,0
128,"FB",1,"1",0.967,0.038,"1","1",1,0
128,"LR",0,"1",0.967,0.038,"1","1",1,0
128,"LR",0,"1",0.967,0.038,"1","1",1,0
128,"LR",0,"1",0.967,0.038,"1","1",1,0
128,"LR",0,"1",0.967,0.038,"1","1",1,0
129,"FB",0,"21",0.046,0,"2","3",0,0
129,"FB",0,"21",0.046,0,"2","3",0,0
129,"FB",0,"21",0.046,0,"2","3",0,0
129,"FB",0,"21",0.046,0,"2","3",0,0
129,"LR",0,"21",0.046,0,"2","3",0,0
129,"LR",0,"21",0.046,0,"2","3",0,0
129,"LR",0,"21",0.046,0,"2","3",0,0
129,"LR",0,"21",0.046,0,"2","3",0,0
130,"FB",0,"25",0,0.984,"4","4",0,1
130,"FB",0,"25",0,0.984,"4","4",0,1
130,"FB",0,"25",0,0.984,"4","4",0,1
130,"FB",0,"25",0,0.984,"4","4",0,1
130,"LR",1,"25",0,0.984,"4","4",0,1
130,"LR",1,"25",0,0.984,"4","4",0,1
130,"LR",1,"25",0,0.984,"4","4",0,1
130,"LR",1,"25",0,0.984,"4","4",0,1
131,"FB",0,"21",0,0,"2","3",0,0
131,"FB",0,"21",0,0,"2","3",0,0
131,"FB",0,"21",0,0,"2","3",0,0
131,"FB",0,"21",0,0,"2","3",0,0
131,"LR",0,"21",0,0,"2","3",0,0
131,"LR",0,"21",0,0,"2","3",0,0
131,"LR",0,"21",0,0,"2","3",0,0
131,"LR",0,"21",0,0,"2","3",0,0
132,"FB",1,"1",0.986,0,"1","1",1,0
132,"FB",1,"1",0.986,0,"1","1",1,0
132,"FB",1,"1",0.986,0,"1","1",1,0
132,"FB",1,"1",0.986,0,"1","1",1,0
132,"LR",0,"1",0.986,0,"1","1",1,0
132,"LR",0,"1",0.986,0,"1","1",1,0
132,"LR",0,"1",0.986,0,"1","1",1,0
132,"LR",0,"1",0.986,0,"1","1",1,0
133,"FB",0,"25",0.105,1,"4","4",0,1
133,"FB",0,"25",0.105,1,"4","4",0,1
133,"FB",0,"25",0.105,1,"4","4",0,1
133,"FB",0,"25",0.105,1,"4","4",0,1
