,perspective,targetObj,targetPos,respObjPos,utteranceOffsetTime,respDropTime,respTime,gender,age,acc,total,accuracy.prop,own.cod,other.cod,meanRespTime,sdRespTime,upper,byPptMeanRespTime,logRespTime,responderType,aq_score_subset,opt_score_total,opt_n,opt_score,congruent,incongruent,stroop_difference,aq_score_subset_centred,aq_score_subset_centred_scaled,opt_score_centred,opt_score_centred_scaled,stroop_difference_centred,stroop_difference_centred_scaled,perspective_cod
69,same,clock,F,F,1638823633940,1639517792438,2593,male,45,44,44,1.000560823005486,1,0,1633.65693111653,1462.8971003509012,6022.351176179973,1292.4852774921899,7.367414618192171,mixed,51,1035,12,89.09517758606394,993.1870466528366,1321.5543499306596,292.41470709770033,15.44761109076539,0.09508371524611677,33.13294596447373,0.36075920805781625,-106.3241900480464,1.0054540250778432,-0.4956215655868
70,same,shoe,R,R,1639474496645,1638985639633,2043,male,59,44,43,1.0002147607362206,1,0,1633.657025040255,1462.898848025209,6022.350228547307,3402.5059875499414,6.61257119831008,mixed,50,144,12,17.827001719920364,973.7328332520165,780.5467349039468,288.9654817098874,-8.162057810429955,0.07808349467481976,-54.831818628747264,-0.47755033969678623,28.67694058242332,0.6651799751204375,-0.492641879242198
71,different,glove,F,R,1638539458739,1639188444057,610,male,26,37,44,0.9990274372101949,1,1,1633.657007432389,1462.8975619952896,6022.350725030131,2070.406297245145,6.912423210737336,egocentric,49,1118,12,93.32177874019206,683.4588304976276,811.98045581759,197.5038267530336,-18.48398544799987,-0.09842484564540108,36.81473047674063,0.38720787349916075,76.4373435341437,1.0381623687879018,-0.4832070283150261
72,different,clock,R,R,1639439420505,1639196875060,1653,male,32,43,44,1.0007834302003287,1,0,1633.6571642165538,1462.8974172819383,6022.349905565816,784.5435575940334,6.974509216391074,egocentric,46,764,12,72.478786272739,689.2999399236202,769.6211074593527,198.0972297049124,-0.7554817904771062,0.08346358920439664,15.795202429671448,0.003746149264291204,-11.930924394153234,0.4840962508110335,0.5083944787059131
73,different,clock,F,L,1638824912915,1639444667175,1590,male,30,44,44,1.0004298723390121,0,0,1633.656858799529,1462.8981896989105,6022.350742049484,1296.220904850975,6.632511043759963,egocentric,47,442,12,39.990886452337456,722.4367224114491,980.1128291948737,190.55615296385247,-0.5225711957924424,0.06683587801836002,-25.512742444831257,-0.2169547910437245,96.07928581875325,1.3352613139452587,0.5082516386415475
74,different,clock,R,R,1638999317603,1639456760823,504,male,44,44,44,1.0006297955704244,1,0,1633.6565857093894,1462.898502570274,6022.351160043571,1307.4066508107528,6.960979655123535,othercentric,62,214,12,9.496977535487098,888.5307391276081,1091.6805305662403,164.03286857933455,7.620853305506782,0.07923403172191205,-48.398490075287675,-0.34525155955647197,124.13189674915384,1.7821486549831267,0.4973488600361795
75,different,clock,F,R,1639488377087,1639151917848,597,male,40,44,44,0.9989605919281537,0,1,1633.6567069824675,1462.8977743575438,6022.350157914476,1770.0301090416879,6.532355721561361,othercentric,31,244,12,17.215969364060648,681.3689934405542,821.2147129902609,134.09020129814598,19.71600090474153,-0.09850432661470945,-45.51708248284595,-0.3484371927371375,-47.74685490784474,-0.7409903562327151,0.5173281412469857
76,same,crab,L,L,1639422513846,1639456744921,793,male,41,44,44,0.9994388454064931,1,0,1633.6572596760445,1462.8967295453867,6022.351105312819,1125.4359522336404,7.645684204202546,othercentric,41,561,12,34.32634881834557,609.1082132775081,793.7611767034748,259.02911660006583,-2.6004338181679545,-0.12652524027969403,-28.850549481917646,-0.2160488112122685,54.26630727705299,0.8483517252101761,0.5027106478357594
77,different,crab,F,B,1639384251757,1639448112661,1221,male,37,44,44,1.001040426234133,0,1,1633.6572097720737,1462.897075592,6022.350652829271,927.5131311233891,7.3053616892407085,othercentric,27,500,12,26.74201661317315,618.8105068626579,822.9936444641951,246.344477046943,-16.467023712349864,-0.26760328842953596,-48.74404327077687,-0.3506196217397449,30.289897934383674,1.348269598768394,0.526701685530399
78,same,kettle,F,F,1639407880489,1638911186566,1271,male,37,44,44,1.0005679392294582,0,1,1633.6568820687303,1462.8978719512725,6022.350579531696,1654.5496750002665,5.906792761328541,mixed,52,1308,12,97.97605467265528,1244.515054121534,1384.45905121911,134.8491131177245,-6.261632096494974,0.048042981774818985,34.552895262542464,0.44374826148839,69.57939915964411,1.2174094440410643,-0.4891312476234521
79,same,vase,L,L,1639418323985,1639004970416,632,male,46,44,44,1.0011633523576833,1,0,1633.657569143953,1462.8980175065074,6022.350972401601,1300.1564937162036,6.710188805635737,othercentric,51,713,12,61.38800490822232,665.7721924780062,811.7598072049107,330.47242096116264,15.151080066710145,-0.07766403549325494,11.562000756346485,0.1306047384026493,-43.57153103921198,-0.5520800094057258,-0.4952782270515089
80,different,kettle,B,F,1638811463659,1638837377104,363,male,32,44,44,0.9762167802030095,1,1,1633.6563609581199,1462.8988916876674,6022.350354224504,2007.4488534907127,6.440942210000537,mixed,46,231,12,17.57897278943781,659.1883373396789,753.0627518604816,177.22276846476143,0.9832656947240506,-0.030885499863079653,-38.12815293547443,-0.35339332478633706,-57.07836065868959,0.49590755073461773,0.4950383500770573
81,different,plant,F,B,1639169956429,1638835044056,1664,female,55,37,44,0.976695197865168,0,0,1633.656638173966,1462.8979330022241,6022.350486744935,1678.114006239497,7.553812662439605,othercentric,50,1221,12,115.69608955767528,1035.8058969981448,961.8308554164087,166.53943205100688,3.4251038094867905,0.006439391102608001,50.916123245080676,0.601213421836441,-26.573779307933318,0.5631569545211443,0.49640124698661514
82,different,potato,B,R,1638799852873,1639003841014,810,male,46,44,44,0.9997811564950609,1,0,1633.6573284440024,1462.8981475069477,6022.35180405083,1255.8848308426823,6.210351841470122,othercentric,35,201,12,82.82560316330596,662.7501915967578,731.4075783804237,181.2814128813258,-11.688174578003128,-0.13727459160463565,-43.40789929392946,-0.1582029645550475,-27.381222247433815,-0.14876971805317632,0.5087065548453018
83,different,glove,R,F,1638805933946,1639009336628,889,female,57,44,44,0.9993159201592333,1,0,1633.6574536656042,1462.8983787385523,6022.3501236082075,1261.4094420063652,6.895683473350653,egocentric,51,1148,12,52.67505157073795,673.0758155685362,857.9165691255406,146.3588570152817,-15.155162592474479,-0.18561444341445654,-7.7825754787186,-0.0901251290152002,-34.56543236891713,0.12875744696545977,0.5206987786438656
84,different,plant,L,B,1639434498507,1639451672938,854,female,47,44,44,0.9997182632395074,1,0,1633.6567338948255,1462.898342571165,6022.350796717094,2082.1073551308505,6.512814357162193,egocentric,29,1253,12,104.7143514115894,724.0815573182747,803.8943595610224,285.24886641812833,6.814081645179675,0.0646344175041406,37.986570752398634,0.4109268608844665,49.3719507389588,1.0054011609026348,-0.48056462990971205
85,same,key,B,F,1639005132662,1639008726673,569,male,43,44,44,0.9997408642620386,1,0,1633.6561551992922,1462.8976994094253,6022.350641504573,1000.5099829123553,6.905825628158575,othercentric,41,305,12,32.68147542830559,987.5583750361112,813.6796693801275,171.71951430241006,26.454091574929922,-0.0557194568143977,-11.832366976785273,-0.024424275157128916,-20.746139031563835,-0.05870713259310112,-0.49770679863936323
86,same,crab,L,L,1639480312016,1638928618855,848,male,33,43,43,0.953815455649312,1,0,1633.6569295374393,1462.898318276024,6022.349885894808,2303.322179721449,6.61217038230726,mixed,51,1262,12,85.64665642698941,1265.9440087212909,744.0075516925829,265.5204089972277,0.08550196167991819,-0.011058893082273986,34.56033555435951,0.3829389393239142,-76.41839354556802,0.45565591408091166,-0.5038914757462248
87,same,frog,L,L,1638809031273,1639001244490,983,male,42,44,43,0.9760415296279289,1,0,1633.6566097001282,1462.8981576944136,6022.350672699889,2378.098418047231,7.1068975589274785,mixed,43,357,12,75.45680135588893,1256.1106728256984,731.4442294779262,203.47940825932005,-3.4851895071740304,-0.20159056604902542,-34.24289374914959,-0.18403748528721212,-15.294165765423898,-0.9497545699862295,0.49544982566656937
88,same,key,L,L,1639427614734,1639478489937,2157,female,45,40,44,0.9099377785652795,1,1,1633.6564658213417,1462.8971975312265,6022.35130987786,3860.347162800202,6.417829142299381,mixed,30,691,12,81.80072388628132,608.8227347241183,813.1208388193967,148.83230754849058,-19.18027420828557,-0.1643380553584593,-11.282548211385503,0.344981922683374,29.909890386608147,-0.694777311816623,-0.4837215499672325
89,different,shoe,B,B,1638834279394,1639007542247,2490,male,32,44,44,0.9999511705285289,1,0,1633.65739904805,1462.8978079654755,6022.350513871712,1658.399824146913,7.228202282810379,egocentric,28,250,12,33.020468439415,723.9447864584544,921.8662525932639,151.13084072969622,-11.635196351855242,-0.15444604115278351,-37.428522780127054,-0.28587245929614996,-77.03517505490532,-0.0989651458636466,0.49722558822426005
90,different,shoe,F,B,1638825652518,1639441037123,998,male,25,44,44,1.0004739538275558,0,1,1633.6564499469,1462.898296074597,6022.351599599314,1165.487111849728,7.751638544955195,egocentric,23,954,12,45.53730941285308,698.3741318009182,783.415652013905,224.1989609901341,-13.606047465425126,-0.19755963898818163,-13.088391007580476,-0.09241624318605375,62.02365711868187,1.341985441141865,0.5049899863429842
91,different,frog,R,R,1639067460274,1639077135444,2281,male,35,43,44,0.9046431445862562,1,1,1633.6568702119782,1462.8978028016302,6022.349330984164,847.308069543853,7.424455161270335,egocentric,44,1024,12,54.961885847220536,1102.4470962869907,852.3460661506188,260.33847522352966,-0.9169218157554218,-0.07262060669574791,-59.70603234552068,-0.5036673987453464,47.198905267809934,0.7303184546828926,-0.5087396432223872
92,same,key,R,B,1638808926664,1639478080767,761,male,59,44,44,0.9763860629747226,1,0,1633.6565985224454,1462.8974718191002,6022.351520704259,1135.3920243218038,6.589982410126681,mixed,57,222,12,20.99448563251118,940.0803297823164,713.8808128154927,62.6540777857173,15.756336211837434,0.18594980412903447,-49.14843392928407,-0.3902097278951724,-110.24878298748388,-1.0452444404055052,-0.5135841755966463
93,same,potato,B,B,1639483990184,1638659691348,653,other,27,37,44,0.8551268252704405,1,0,1633.6557836315415,1462.8979807627795,6022.350807841836,1983.9787936060782,7.124642620608874,mixed,50,1394,12,102.6403774460512,786.4006322764001,1078.0562769523797,322.11064051114704,3.3890733487470266,0.023750740949031353,36.26907362452386,0.4365565374979568,112.93301882007722,0.05211675950332991,-0.49703049813366984
94,different,clock,L,L,1638823234072,1639439074245,896,male,32,42,44,0.9751756249772066,1,0,1633.6565432945301,1462.8974348103654,6022.351227796882,1527.5627676763384,7.1266834820447675,mixed,41,1251,12,114.48425246407517,594.3287170978044,1036.7535575318755,229.87348748785905,-2.108137711359114,-0.05677371487863712,52.77194398395148,0.4831855228785775,22.312880714524017,0.5127355776185099,0.5005449718401765
95,different,shoe,B,L,1638897943740,1639450799463,3030,male,26,44,44,1.0007402853349208,0,1,1633.6564038225113,1462.8980684489402,6022.350930333355,1223.749793139137,7.032333281077691,egocentric,51,71,12,19.11534051428521,811.0054206573527,834.4727285865873,114.70845510394905,-10.532881277579675,-0.09582348117735325,-52.947654427500076,-0.16142690233095836,-75.40635950508897,-0.3406057192878746,0.5141318841109065
96,different,key,R,R,1639418760289,1639180351252,1070,male,37,44,44,1.0003135341895935,0,1,1633.6568053739431,1462.8978731567538,6022.351308547008,1627.5906108016095,6.798476544492557,othercentric,30,573,12,43.268019516123616,624.9835395726784,830.2221421643541,239.25875973376242,-8.807861140253216,-0.14391773710189276,-19.761535501076796,-0.18988014638627254,63.11745498572332,1.1318827650400807,0.5069989461949718
97,same,cap,R,R,1639177207160,1639445324393,1339,male,26,44,44,0.9998506457866191,1,0,1633.657091973494,1462.8973265251846,6022.351369730921,1983.1466426026327,6.831750857951926,mixed,31,473,12,90.16289220821633,716.6295256543974,853.7792634918962,296.2742240711588,7.008545307652203,-0.11353166698443423,-13.629989543587065,0.3951207318116584,0.6471311513911218,0.3003756834779405,-0.49306802878642986
98,same,crab,L,R,1638905145702,1639180682247,1271,male,30,43,44,0.9785463096532343,1,0,1633.657164292715,1462.8983210953538,6022.350586397336,1590.511429547954,7.840280467720771,othercentric,42,995,12,104.55467556074686,628.3905082284346,997.7978649146869,92.78947328679013,-8.58701679779126,-0.09619391564183674,44.35057065807015,0.5533444603337857,-32.73023475406406,0.7848683305710876,-0.47945320927595686
99,same,clock,F,B,1639475718454,1639185363199,863,male,27,44,44,1.0003066029286456,1,0,1633.6563273362283,1462.8979788679303,6022.351805371193,1165.131075064931,7.440086166893329,mixed,57,130,12,5.138124252936899,679.7662630002709,727.6255634871025,276.72349119541025,8.513118717212603,0.07268810666703152,-52.70007539625135,-0.528140999322068,-61.829616655420686,-0.5376805475101519,-0.4991648902070687
