,workerID,perspective,targetObj,targetPos,respObjPos,utteranceOffsetTime,respDropTime,respTime,gender,age,acc,total,accuracy.prop,own.cod,other.cod,meanRespTime,sdRespTime,upper,byPptMeanRespTime,logRespTime,responderType,aq_score_subset,opt_score_total,opt_n,opt_score,congruent,incongruent,stroop_difference,aq_score_subset_centred,aq_score_subset_centred_scaled,opt_score_centred,opt_score_centred_scaled,stroop_difference_centred,stroop_difference_centred_scaled,perspective_cod
66,SRG9A2M,same,stapler,L,R,1639569105422,1639190399747,2455,male,37,42,44,0.7989254051916556,1,0,1633.659131872321,1462.8966470934668,6022.3500362434215,2286.90613348826,7.725086614511821,mixed,49,821,12,111.98081261286929,976.4699631601152,1036.9799625702278,107.99000967489981,-2.556918003143015,0.030727535051283367,56.40299684074603,0.6214709211685346,-109.95813589166494,-0.22649719709631522,-0.46219150405490306
67,SBLBAET,same,stapler,R,B,1639543845945,1639173455008,1087,female,36,43,44,0.9730008983641504,0,0,1633.6574988791142,1462.897665894773,6022.35114830708,2121.3015151789555,7.63913243106883,mixed,36,1022,12,55.481452429410396,846.640589713978,995.2868565980962,263.7476304257233,-13.884868349584202,-0.16549293412091987,27.074232891131363,0.4632593670418904,162.41469936789383,0.11903403697886984,-0.5485107257915893
68,Y1AHACG,different,vase,B,R,1639196468644,1638911430312,1627,male,31,43,44,0.9986549272439398,1,0,1633.6547445169829,1462.895613251006,6022.35000802837,2245.95865243252,7.998192154427764,egocentric,64,323,12,26.127354224944437,745.6027511729108,659.9919544189517,37.50849269104683,29.77203284526197,0.25389107393319277,18.438893593993395,-0.6135658802033861,24.579677399457495,-0.9389516779226537,-0.5016836996326848
69,JYUOA2O,same,shoe,F,R,1638843739901,1638918669176,947,female,36,41,44,0.947278280957032,1,0,1633.658160981568,1462.897345757641,6022.351432251646,1304.3648214813697,8.15196205219078,egocentric,50,65,12,-9.72223488514021,974.3083545494677,1243.270780805124,50.93845948343231,-3.504309657776119,-0.011174534913405476,-68.2327160099727,-0.5054205368428436,-19.9582306507574,-1.0588153504232376,-0.5189754914328161
70,1PYQAUZ,same,coconut,F,F,1639071272153,1639008171570,438,male,41,44,44,0.998178243508646,1,0,1633.65649067604,1462.8975853510215,6022.349317022614,2254.7914381590194,5.657966037141778,othercentric,51,1031,12,90.178140984587,833.4086557445103,754.6949559034297,143.79483822605286,-2.8518979140068605,0.07219640743494385,2.7726014876945744,-0.5297807923510105,-35.397558544362354,-0.1290610041880259,-0.5055695854446323
71,X5VKA34,same,mushroom,B,L,1639106308122,1638848880591,1406,female,57,44,44,0.9980477330029065,1,0,1633.6549282357046,1462.898223278848,6022.351262903021,1847.7461008019495,7.767246150561214,egocentric,40,921,12,55.99949652297193,695.0911035946739,1369.2342290276608,136.8150974270534,-16.403237699346413,0.06854916674315514,12.882562686615557,-0.36375968604913733,-143.82901409395632,-1.1190066932484468,0.4663101823892892
72,BK77ADX,same,shoe,B,L,1639044182093,1638866804629,69,male,68,43,44,0.9713827129002632,1,0,1633.6544710197422,1462.8991854381493,6022.352688854074,1261.5717419907885,6.944845533358167,egocentric,48,696,12,-5.085895001577015,790.603779282786,988.9102334758373,215.6051393107127,0.5668934136768606,0.07389436205576168,-30.37862090895561,-0.150373937874541,88.76768137776156,1.3459618851443809,-0.5410404007674716
73,8663A2Y,same,key,L,B,1639015835898,1639204398409,946,male,30,44,44,0.9974758896363964,1,0,1633.6562876269045,1462.8965132706112,6022.351735640614,2325.7252531532786,6.132412478102743,egocentric,53,625,12,43.39735251821127,769.3920177319635,777.3561239340995,13.684525857165568,-1.907811352044292,-0.20557862103689084,-1.6706643274060475,-0.0680963451429119,22.434278115828548,0.40196472235090075,-0.5273107083367222
74,SSRYA21,same,cheese,F,R,1638788919901,1639006903423,792,female,34,44,44,0.9993282407603079,1,0,1633.656176524986,1462.896759570128,6022.350206779664,1671.8161581537768,8.010830755637961,egocentric,57,124,12,16.92161669563613,798.6889447797221,1021.2066564203107,18.521229470369647,-5.168966235029356,0.2804079861000325,-13.326113495185844,-0.36948853087657807,-19.09952586433353,0.9032461194843634,-0.5574961191298615
75,BQRZANF,same,cap,L,F,1638833196659,1639627583790,499,female,39,36,44,0.9979403609486819,1,0,1633.6574770688621,1462.8975460128486,6022.351069525819,1144.6165958525764,7.614476776374126,egocentric,59,279,12,70.32265244505311,742.0513963814798,1051.3413349001646,78.41989148329995,-15.144475940083872,0.0747462636099064,-57.300230764151536,0.3473978929218403,-22.731003774790153,-0.3453636195772136,-0.516106952015024
76,B81SA32,same,clock,B,R,1638974629710,1639112280994,383,male,42,44,44,0.9980457692358228,1,1,1633.6550399026034,1462.8983552759983,6022.350422671221,1811.3007686806377,7.04591779399042,egocentric,44,437,12,-1.760715801138021,830.2697482508967,1000.7077191261017,78.07757289702488,7.3169527863297485,0.12262002061456481,-59.137263183861194,-0.49315410054540043,150.10819536439683,0.6617756386806983,-0.5072476368378889
77,32NOA2B,different,shoe,B,L,1638985876824,1639423848663,562,male,46,44,44,0.9951756715037287,1,0,1633.6564381075195,1462.8991314952582,6022.351640458056,1610.6355290366337,6.902594814956411,othercentric,43,266,12,6.015354376318099,939.6429223768303,966.938895955157,10.243809861812935,-13.587387521626987,-0.08177878067434824,12.651662296166137,-0.5733111093712114,198.25555503110746,1.8596945102552849,-0.5368200900654392
78,5JKHA3J,same,key,L,F,1639098290011,1639542287747,740,female,68,44,44,0.9964658901375549,1,0,1633.655212257117,1462.8979445526409,6022.350368005217,3707.0798260459806,6.415257512411403,egocentric,30,201,12,104.10564544949766,799.0049059348536,1039.9547557102799,187.84376254817755,-2.79136947022409,0.10931298331511813,24.627590183585426,0.4010849159646913,-30.747351922973575,0.1224496516161302,-0.49540557935013124
79,9YX6A26,different,shoe,B,B,1639180947477,1639113187446,1102,male,28,42,44,0.9742322253989337,1,0,1633.6553533058577,1462.89853332525,6022.350809336661,1068.9324193906048,7.751883351678406,mixed,56,801,12,14.772697690262234,743.0811791843657,811.9239109528535,243.77543247964798,4.996563471735572,0.17993337444142038,31.528178333197154,-0.05791030154253775,109.60608133307579,1.2139049717312003,-0.5180766412876848
80,QJA0A2M,same,frog,B,L,1639366256761,1639197271642,378,female,37,44,44,0.9980068041009976,1,0,1633.656132252494,1462.8983167084348,6022.35048441639,2292.512661209222,6.40878114596758,egocentric,47,460,12,38.710545119199935,794.608328544742,934.4488301169396,43.220620059614944,-0.9487617373840962,-0.23309100682187184,-34.45227181083323,-0.49517801441353404,118.36158299992798,-1.1517216658267806,0.4600984612272965
81,JS4HA3O,same,clock,R,R,1639075277350,1639131036145,725,female,40,43,44,0.999615640701877,1,0,1633.6548412715692,1462.896798092728,6022.350422628046,2546.9409549437637,7.562248534717451,egocentric,30,868,12,105.36989940811674,900.4817009921446,1207.127584182958,55.36558456929691,-25.479505073958272,-0.13384122669809348,53.206974024485916,0.6263990502399224,39.364074078593134,-1.0828908634943155,-0.5267401520708164
82,5TXUA3N,same,cheese,R,B,1639167704869,1639179021322,775,male,53,44,44,0.9965344826552892,1,0,1633.6568682514269,1462.8972686307382,6022.351290322702,1268.4401909238093,5.754456528511986,egocentric,36,818,12,79.60329811535078,870.8250553155697,765.2076977974975,136.4511988646153,-24.15407242837951,-0.24483570602511961,35.31936436042648,0.013018455203917534,-165.28479943753717,0.3199038275910108,-0.5131671233378221
83,A295A38,same,crab,L,L,1639032506887,1639058969831,900,male,30,43,44,0.9998977317522671,1,0,1633.6580353023446,1462.899192397292,6022.348844918653,2938.370815372261,7.550464212968245,egocentric,47,1052,12,127.63921827524348,903.5989663110711,1032.756775085448,185.91501198257447,0.8872031931303175,-0.1840324935619668,33.298186833943994,0.27313799977022746,257.5570152534951,-0.050587711636183696,-0.5067360685658222
84,N4G1A3E,different,shoe,L,B,1639081235937,1639165524763,1080,female,35,44,43,0.9984900898967934,1,0,1633.6546461422754,1462.8982605449244,6022.3502402787335,1069.237460853216,7.520727875813376,othercentric,35,150,12,1.209819858402863,797.5910523857966,964.6011925745548,71.52204895025818,1.2488902151055026,-0.03607951385492791,-57.532885578499034,-0.3187206194979154,-14.760070104313542,-0.0973357198699567,0.4655559054634727
85,3P4RA39,same,vase,L,R,1638865960316,1638689209249,253,female,22,44,44,0.9954129499489996,1,0,1633.6591679278506,1462.8959614093305,6022.354147660491,1321.5901889698584,6.993660554629147,othercentric,61,1108,12,60.84784818072638,748.7228367174499,853.4393913028385,139.10715037131024,1.4181546219245074,0.23109885499986096,-54.682965882577165,0.033040307911757105,-14.885988804335803,-0.32622550136385203,0.493847176415881
86,3Q7CA11,same,cheese,B,B,1638777855072,1639106820380,195,female,45,44,44,0.9970901882553498,1,0,1633.655814539942,1462.8982673753592,6022.3519121182535,2318.7890608808375,6.818989288642643,egocentric,41,1297,12,112.24663512593791,858.8119512904855,858.4461055161332,3.6888574958435925,-6.084596840377618,0.06443887791631742,35.50665132118115,-0.2518551667871667,-31.711706699455405,0.3187911652722175,-0.5473862122877157
87,75MRA1E,same,cheese,B,L,1639075229678,1639432211866,842,female,37,44,44,0.9809482806720734,1,0,1633.6553525857244,1462.8988555829728,6022.348632763488,1182.360949937687,8.708226390814882,mixed,25,1554,12,92.7455471132229,1385.6485924068252,797.0613409054769,45.23572596105066,16.033219863289496,0.07157129101861442,-41.88568892761255,0.540775861178394,-16.32023612386673,-1.3349604851687624,-0.4560387969516785
88,ZQWYAF2,same,vase,L,R,1639043596315,1638970846448,360,male,38,44,44,0.9739903117400325,1,0,1633.6563202523257,1462.8968875691055,6022.3500913976795,1567.823539233463,5.908255616189025,egocentric,44,375,12,-1.0692883975707463,1029.332280721802,896.2308575435184,88.40293230699324,1.5559686911713486,-0.24551856935145858,-37.503446056159014,-0.562326929852553,167.35166384310878,0.49453824406977287,-0.4961726365095671
89,NQL8A16,same,cheese,B,L,1638915090339,1638882268022,1896,male,33,42,44,0.9755162698161542,1,0,1633.656068595432,1462.8970877892718,6022.349413479827,4650.55129941685,6.949944997935265,mixed,36,675,12,49.12154294646697,896.4245448085736,1063.308992260925,184.06637789465944,-7.802049771597888,0.08789786564507446,36.39118592154388,0.09102248929734102,128.7427933075376,1.8734199577038084,-0.46814987112041195
90,QTMFA2I,different,vase,R,L,1639372995911,1639039203950,1126,male,39,44,44,0.9982877091962113,1,0,1633.655309041262,1462.896992349328,6022.351007811683,1443.8473396290792,7.443910399745354,egocentric,47,-142,12,-9.181307961309871,774.2942842339265,961.0535230183248,175.81752816689928,-4.912072007873965,0.3411850655960704,-68.92162068800609,-0.24838389383116216,-36.949491599424945,0.5678204412812641,0.44151883853373963
91,RD6EAD3,different,key,L,R,1639594294251,1638988558297,3568,female,52,43,44,0.9474881314199499,1,0,1633.6579064548685,1462.898190405382,6022.351797249611,2719.644898841979,8.330665069620599,egocentric,43,242,12,57.827069049993874,829.7060553501647,1333.5996976281665,35.86578657510819,-29.20437467267479,0.08879766509256287,-20.298705767603984,-0.2721702718759729,-26.661176957594108,-0.43151542144832217,-0.5019152142496881
92,SRG9A2M,same,coconut,R,F,1639119899668,1638913661976,1524,female,63,44,44,0.9967585462888116,1,0,1633.6550716963316,1462.8984031538644,6022.352680167302,977.1408429411256,8.255966309419485,othercentric,17,226,12,7.868559538598554,729.8556426197254,1012.583484982996,267.4230357853984,-11.348544034767574,-0.13063258304213266,-26.163190095623417,-0.2118465886571718,160.84311899805863,-0.3509294546403493,0.4516325972967169
93,YKMNAIG,different,plant,L,L,1639118991513,1638999219874,1356,female,35,44,44,0.9993304625949535,1,0,1633.6553180556807,1462.898256178014,6022.349335735351,765.3275266169212,7.247981390349,othercentric,68,217,12,67.72062437911332,847.4763499001132,693.9341817042325,118.52827015988696,-22.38797735952164,0.28324384347499043,-40.226850859933116,-0.667986632054844,-123.6542703665214,-0.3648012277396938,-0.49821723136255497
94,JS4HA3O,same,shoe,R,B,1639173161984,1638999394976,672,female,31,44,43,0.9998348879797446,0,0,1633.6569863265968,1462.8980075731388,6022.34887170351,1268.7308993939287,8.046076086114004,othercentric,56,159,11,14.448769073813455,858.8271101275466,1035.0123963184838,43.21784319371088,30.721063116141348,0.35471749624560117,-59.808354255558584,-0.36014864736375324,20.674515691182158,2.308102899244399,0.45035361114187095
95,K8Q0A1T,same,potato,B,B,1639004247070,1639156677728,235,female,44,43,44,0.9984147664162197,0,0,1633.6565411949161,1462.8965169352814,6022.351138304533,1450.6204890502806,8.422322721312417,mixed,32,1322,12,54.62456769310952,961.7876305739251,1234.3457868129628,295.21343681682873,-18.440089029943636,-0.17323468276144338,10.198925180716301,-0.3269395575380041,240.91049735730263,-0.08782000216564945,0.4909728714465832
96,SSRYA21,same,cap,R,R,1639083563231,1639161519671,631,male,39,44,43,0.9745925058493631,1,0,1633.6563925890075,1462.8962931091185,6022.352064811771,1525.7047012056257,7.128731559345975,egocentric,32,1110,11,2.4266103819503844,808.2471055910289,915.831721522971,63.687793095889674,-22.542562920118165,0.026357244777664178,-58.67186495836774,-0.2151867460819197,78.19549095077143,0.6560577188038944,-0.5445411541481646
97,WMMKA28,different,shoe,F,B,1638893038078,1639088350573,1820,male,52,43,44,0.9753505105373588,1,0,1633.6544584022736,1462.8964003695216,6022.350456816496,1363.3546304516524,7.95757141676087,mixed,36,1423,12,109.03258672910313,686.9760739384288,1109.5986001927067,171.48668700208836,3.6839046079450455,0.047354002043351905,71.56875434770126,0.5154017569426342,13.058422137837882,-0.3794283881872667,0.47149973457365674
98,QJA0A2M,same,glove,R,R,1638912723278,1639111714373,748,male,39,43,44,1.000244841643295,1,0,1633.6579557035443,1462.8971089224772,6022.350768352395,2338.2839039871155,7.100221043990373,othercentric,43,1189,12,42.90644758768857,817.8876399810622,995.433459943845,4.146961037708053,9.034410988712693,0.1278810330519066,-0.14608212544067012,0.4675681585512731,-92.57930771750536,-0.8161746971782448,0.5182446862868995
99,VE4VA25,same,vase,L,L,1639080023456,1639174038108,1135,male,34,42,44,0.9990120848629499,1,0,1633.6563498686696,1462.8994476830992,6022.3495127061315,1566.365483561103,6.8763628242867805,egocentric,44,149,12,7.717856309704059,795.2390543009594,938.7495500431309,153.99078923368592,5.958576614649152,0.046743759583509854,-19.55615594798126,-0.2523093466926833,-2.111692406996788,0.18880627285125817,-0.5450149373187394
