,perspective,targetObj,targetPos,respObjPos,utteranceOffsetTime,respDropTime,respTime,gender,age,acc,total,accuracy.prop,own.cod,other.cod,meanRespTime,sdRespTime,upper,byPptMeanRespTime,logRespTime,responderType,aq_score_subset,opt_score_total,opt_n,opt_score,congruent,incongruent,stroop_difference,aq_score_subset_centred,aq_score_subset_centred_scaled,opt_score_centred,opt_score_centred_scaled,stroop_difference_centred,stroop_difference_centred_scaled,perspective_cod
68,different,coconut,F,L,1639037703744,1639064262057,1895,male,53,44,44,1.0002979396356453,1,1,1633.655906460625,1462.9006320696428,6022.348743939571,1470.7650484970284,8.04264766929201,othercentric,61,444,12,96.992148285405,964.1912580648481,1329.090526018977,101.4350554140741,8.360312137466517,0.25382521123678325,-48.51576134640226,0.7524435251868107,-145.52513833109333,-0.5244936106667184,0.4472937507803482
69,different,potato,R,B,1639364860852,1638851375618,1158,male,45,44,44,0.7939955455141562,1,0,1633.6558312512168,1462.8991107135378,6022.3483033004995,1910.4817939400193,6.661603722200808,othercentric,49,149,12,69.04355688714486,816.2289418109655,848.708072415186,102.05451866585902,1.2328767950304815,0.08645123797238796,1.4650434434680975,-0.3466962108215785,-137.95912223921377,1.3579218806566289,0.5235861444517131
70,different,stapler,F,B,1639091945257,1639062012755,2861,female,24,44,44,0.9723326036778325,0,0,1633.655454423317,1462.9004194946979,6022.350577680812,1406.5529817736951,6.211286583027826,othercentric,52,681,12,2.9338538419763864,878.4260127727819,1003.36450709606,186.30810663854396,-13.887906821283618,0.05402232242113654,-40.12226846823643,0.4712671086504046,-68.97749772175165,0.02657028678867583,-0.5248655130782028
71,different,lemon,L,B,1638982231522,1639574793446,3491,female,51,44,44,0.9971857943565925,0,0,1633.6551472502522,1462.900456621488,6022.350694724031,1356.2141725249396,5.827794216603601,mixed,57,877,12,1.8247619297171216,863.2538376668313,1133.4644995118301,69.29443708738532,-11.50275604144472,0.28084872421868756,13.55972957752811,-0.37536606856045174,-11.909395705137953,-1.0013789887055444,-0.5216464793419162
72,same,glove,L,L,1639162067525,1639416635649,930,female,38,44,44,0.9967349064238539,0,0,1633.6571981764623,1462.901332075396,6022.350829718537,1544.0639066958372,5.820012939040125,mixed,53,1121,12,-4.22495008119783,973.8039648288062,1101.9462708420972,118.08993892832571,17.192145939415017,0.07974920531669008,24.014143913734273,0.09383560859811746,-72.03010035618624,0.484551138929287,-0.5479487027681851
73,same,lemon,F,F,1638977163439,1638812128853,979,male,37,44,44,0.9970353335195541,1,1,1633.6555920035707,1462.8998054691838,6022.348096774102,1459.3429506938214,6.506852244721485,egocentric,43,1001,12,83.9106116366051,844.0094244702931,1017.9835739558085,159.87414276343495,-21.02758090952906,0.09847930996453283,26.703112823649903,-0.43570452893585593,-82.39474242552552,0.18109387441746766,0.4546149748313778
74,same,crab,L,R,1639459041788,1638984257946,5305,male,39,44,44,0.996186368179318,1,0,1633.654865059089,1462.8987269264358,6022.348873942693,974.9271421728736,7.175350327729372,mixed,37,1274,12,23.391134064888554,1019.5629042587772,1143.0375272843244,141.99318189069496,9.131512362096629,0.24975859225439573,25.56544811376898,0.23394549987174823,-59.5078161983529,0.07761802398275586,-0.539211195739196
75,different,lemon,B,R,1639013538930,1639111890473,1283,male,34,43,44,1.0001379641455397,1,0,1633.6560420292851,1462.8996463054325,6022.350392220174,1025.7482225297952,6.254277460030253,mixed,40,138,12,-10.6524267433643,965.289736918941,772.0945797565187,176.23483852929982,-10.165290489579231,0.18346773170884353,-39.83682048299093,0.04625291229557052,-124.35880505314137,0.22924388948980862,-0.5217855840095296
76,same,shoe,F,R,1639145040598,1639454024047,690,male,45,44,43,1.0003758832030045,1,0,1633.655679306736,1462.90053415655,6022.352507164526,1147.250079204562,5.793181506447667,mixed,40,188,12,99.17367646281805,753.2402679574483,1563.9470393186077,78.51610052356014,11.369704078066583,-0.023871491156791935,34.94099156958108,-0.30187802763049426,107.43320993650534,-0.44889363207984767,0.45077402819606116
77,same,shoe,F,R,1639061784817,1639399719503,978,male,42,44,44,0.9952205540532627,1,1,1633.6557312963164,1462.8986608587986,6022.350205826221,1514.8422003774845,7.042438306569367,othercentric,39,1015,12,67.98178477089323,871.1367329396724,1238.9771063366607,65.6841554368068,-15.533018197150664,0.12058059320465245,-57.414672646371784,-0.29551874039265436,48.78181100896341,0.45183910156724283,-0.543670810966743
78,different,glove,R,R,1639205883094,1639155892077,750,female,28,44,44,0.9965968678814064,1,0,1633.6587786718715,1462.8996318043185,6022.3502408668655,1315.3101740494294,6.17386221891449,mixed,46,1514,12,92.5848114905567,893.8407364469441,1127.6585569538279,416.9985250109058,2.635509584046362,-0.004568609636944422,37.497648283790674,0.7568391142024504,-64.6271647187546,1.6005830035244322,-0.5199261862179799
79,same,coconut,R,F,1638992551482,1639440912252,3338,male,33,44,44,0.9969320255255618,1,0,1633.654896135306,1462.8984306522395,6022.3475898412935,871.7529076885514,5.6691375831504285,othercentric,65,924,12,1.126022863286817,747.8258163819002,895.4198813292734,140.44646798680475,-24.106881328109935,0.20414118826081282,-48.01139697150426,0.7213807644476576,-93.01001369535912,0.19419609090608297,-0.5521064368049602
80,different,frog,R,B,1638916117108,1639144189141,3697,female,34,44,44,0.9999873118390198,1,0,1633.6551785031056,1462.9005919064216,6022.349345218774,1888.9621141528987,6.8212343471638555,mixed,50,1109,12,41.902051489551475,876.3688024528022,949.6575332849526,91.38949087148612,11.088870429064105,0.10493949258712754,12.255359974272455,-0.18940794238061687,-63.97626764450911,2.4258775839809785,-0.5051080901484368
81,different,plant,L,B,1639374269200,1639159652720,900,male,42,44,44,0.9965280895900792,1,0,1633.6551254668768,1462.8987164864106,6022.351339359045,1534.0275875668958,6.802687989869949,egocentric,57,133,12,63.361328169646924,862.8900346813713,1129.399006531211,173.84275158421275,2.981486000630806,0.3152232691463317,65.00972211492507,-0.009537264588367123,86.97865967537047,-0.20990501950017929,-0.5320698010201347
82,different,coconut,B,R,1638778737483,1638829910122,2666,male,42,44,44,0.8775781314206376,0,1,1633.6548250300734,1462.8994256215394,6022.348355201106,1221.5030922538776,6.393350969452874,egocentric,55,105,12,4.876293241361463,585.7875188038873,1065.434853940267,119.164056160682,0.990730830035325,-0.09003756276023026,-52.95651155702511,0.5165665365506364,-32.66917939895022,1.8335016212656967,-0.5526133993270435
83,same,cap,F,L,1638976537587,1638832649210,1177,male,67,44,44,1.0025753807209212,1,0,1633.6555734567428,1462.901256462358,6022.35180705353,1821.0498192250045,6.149197298809644,othercentric,49,1399,12,103.8703868222787,878.2961383314,998.2642538941561,100.41469107393505,-1.5685054069776663,-0.1495330185553793,-61.32869157054306,0.5391735343823884,-109.97993421800548,0.39494962802133615,-0.5235947497468718
84,different,lemon,F,R,1638994121699,1639142649484,952,female,32,44,43,0.8131098408919135,1,0,1633.657209517667,1462.901047841114,6022.3485308118325,1478.490336831791,6.2326357855105,mixed,77,899,12,8.502047665530528,1047.2612185476846,980.1802564489117,402.9371031331279,-10.770666784193237,0.15592193001252427,24.02078855324209,0.022936689212135708,-42.64644772557542,2.024487125219445,0.46561175900203217
85,different,shoe,L,F,1639421243062,1638803433398,420,male,43,44,44,0.999451158953429,1,0,1633.654690820215,1462.8984665781823,6022.34932246819,1118.2436692417887,6.007886713799691,egocentric,51,232,12,84.73946029128501,897.249832891687,957.6068773102938,334.1783848497138,-0.18169474324905188,0.2069832659897683,-58.33896111264404,0.5307674670936279,0.4295732449780555,-0.17294990966402188,-0.5390225609206326
86,same,glove,B,L,1638982567179,1639476493926,827,male,29,44,44,1.0022417798945262,1,0,1633.6563851531728,1462.896903134687,6022.34975084235,1060.4119557711674,6.388937513499369,egocentric,63,1470,12,38.30888533417219,761.8612174240529,1061.3600980090218,342.6685888241659,-28.78384159251554,0.11338564886836638,-45.271583527584156,0.5403182696431805,-187.4041651334623,-0.5165317282849247,0.48254680521141624
87,same,kettle,F,R,1639420924493,1639379853689,1722,male,31,44,44,0.9988355994238983,1,1,1633.6558988943987,1462.898748602542,6022.352235510645,1234.8377693012517,6.537683561249978,othercentric,52,159,12,112.78985531262686,857.9614704838688,1036.4403673100946,246.79110135774366,0.810290719224291,0.11732874722196142,-40.35778360323937,0.7793989913077277,-145.57102518030905,0.36212759353744894,-0.5183116225981406
88,same,cheese,B,L,1638864861339,1639168677908,2247,male,60,44,44,0.9989652052472919,1,0,1633.657562686174,1462.9002672888976,6022.348728827977,1671.550170656914,6.7812523133327876,mixed,54,1095,12,0.6437318696267251,765.0817075463283,1041.481064857483,250.84983043696133,7.050200510362865,-0.019103945312959558,-58.941153412962976,-0.37370379020707684,-134.66192407973483,0.13980882877559986,-0.5514934846484993
89,different,plant,B,B,1638908733167,1639479108247,391,male,36,44,44,0.9961751604234053,1,0,1633.65617959029,1462.8984819165616,6022.351123601247,1179.7659085146843,6.0067786249857225,othercentric,51,162,12,47.40311638571056,1010.6001311883584,1280.6842238059403,210.8153570041265,6.130447191956257,0.00018696406285736988,26.838809141983816,-0.31961564773841533,-173.00971550252495,-0.1188161853951174,-0.514383132856252
90,different,glove,F,L,1639127336918,1639089022591,228,male,44,44,44,0.995051726517176,0,0,1633.6541264194143,1462.898760034091,6022.350046367718,3010.7766331114854,6.037016610749473,othercentric,54,165,12,16.903305341256434,1063.5955392935732,1019.1410437509934,128.52938984473616,-2.3688588908541512,-0.05524661014379448,-59.93240331896207,0.32170062667147437,-38.189384642303956,0.901637565736663,-0.5063774485520016
91,different,mushroom,R,R,1639147537940,1638974238325,497,female,34,38,44,0.9965837732967188,1,0,1633.6556049541698,1462.8972888812975,6022.352000361871,1217.9415651258596,7.033069146162701,othercentric,55,1161,12,125.01450579198146,1142.6269468285634,1221.7675578335848,165.11708177238137,8.179476295814453,0.00449547809280753,31.426862898161612,0.6893287478760921,-45.90265697295928,0.9617777476687859,-0.5528508265132606
92,different,clock,B,F,1638996129957,1639194318336,984,male,24,44,44,0.9696208768375304,1,0,1633.6545702195874,1462.8997202845237,6022.349973725737,1482.7111544564575,7.160154613583129,egocentric,58,1505,12,36.11554392207026,824.177662470551,1008.5275380907966,331.01142539628677,-20.09049215814853,0.049127864389094035,-49.33788804802474,0.13643179510545406,-74.89214036179791,-0.35008187996247436,-0.5505008050722595
93,same,kettle,B,B,1639064948598,1638576418310,1844,male,46,38,44,0.9961917875104882,1,1,1633.6547093407023,1462.8971474925734,6022.350697724475,927.9742973378402,5.8126886100930255,mixed,63,871,12,0.6365935669501308,773.4944613675924,960.1887114039376,181.0643719292806,-10.798098395855494,0.2622526011983283,12.387085929347457,0.49684751796071513,-24.561730896875257,2.6870442787867175,-0.5468424135343446
94,different,crab,L,L,1638897144066,1638784617997,860,female,46,44,44,0.9762820229434533,1,0,1633.6561159894252,1462.8983853567581,6022.350882332726,1461.5259641337643,6.239648728084253,othercentric,53,1104,12,31.21453054305479,866.368192593104,1035.365563217813,190.66449492349128,1.5311439598531407,-0.05605688889825545,-58.42705378009559,-0.3783199031609588,66.68443484240899,0.37265230425270857,0.4970866108357832
95,same,lemon,R,F,1638821811881,1638791384355,1146,female,25,44,44,0.8812034172433331,1,0,1633.655164617597,1462.8999611799422,6022.352026919675,1785.620436694959,6.9054091286736625,mixed,68,1617,12,-11.326457058222593,1086.3395421918628,1327.779035880523,105.36358864826033,6.44612742966096,-0.0015806436776147799,-57.08395164571144,0.33179616509586474,-75.49178093194064,-0.3481391144854244,0.48981026241317055
96,different,coconut,R,B,1638907317497,1639485866781,1758,female,26,44,44,0.995331766888892,1,0,1633.6547201929984,1462.900005329164,6022.349815275802,1568.8715040416994,5.813347740022604,mixed,52,210,12,-5.049078797473298,970.3031811331603,835.0219461921819,107.19905838078714,3.0708157637151277,-0.1547606412643211,-43.76486422161962,-0.36109785420039325,-22.559559622883192,-0.3885721717707029,-0.5587590938191053
97,different,vase,L,R,1639448110407,1638877616430,1059,other,23,44,44,0.9982642263625171,1,1,1633.653787485279,1462.8987705387758,6022.348867233368,1408.0486564444475,6.282507725964902,egocentric,19,579,12,15.44137068080811,1324.2438619508118,834.7524453313545,205.67692653026333,14.296886820695425,0.01035782505664029,40.36134821913769,0.5556668544345615,-173.91218345626015,-0.048113392033393376,0.4457358160489506
98,different,coconut,R,F,1638531978260,1638615542296,514,male,60,44,44,1.0021256873474367,1,0,1633.6551575323533,1462.9007332871006,6022.352536113835,1358.9193198868172,7.069971225627634,mixed,51,246,12,7.186038970282887,1036.922295095058,1344.9927130754463,237.93871559457662,-1.7058298520611528,0.11382649294130263,25.270898922004772,-0.4704634216638636,81.89361494963134,-0.30911271650019323,0.4426272325566869
99,same,cap,F,F,1638971245202,1639104872498,790,male,33,43,44,0.9990150960601073,1,1,1633.6543583631071,1462.8993707299126,6022.350980362533,1477.7952692575936,7.23777656633014,mixed,35,56,10,12.62886498729716,698.7582192902912,1086.979248769181,201.37539605026745,0.9595800415244202,-0.10965365003566704,35.77324347969723,0.3242035745251507,-89.68823041015237,-0.6942039183711464,-0.5519083251711701
